State,District,Relief Camp / Shelter Name,Disaster Type,Precise Address / Location,Latitude,Longitude,Accommodation Capacity (persons),Actual Inmates / Evacuees,Camp Type,Year / Event,Source
Punjab,Faridkot,Faridkot Flood Relief Camp,Flood,"DC Office, Faridkot – 151203",30.665,74.7572,1000,600,Govt school,2025 Punjab Floods (15 Faridkot villages),Babushahi Sep 2025
Odisha,Kendrapara,Kolidiha Ekmania MCS – Rajnagar Block,Cyclone / Flood,"Kolidiha, Ekmania GP, Rajnagar Block, Kendrapara – 754220",20.6167,86.8,500,400,NCRMP MCS (permanent),NCRMP / PMNRF,OSDMA 117 MCS Kendrapara PDF (partial list from search snippet – first named entry)
Odisha,Kendrapara,Khasmunda MCS – Rajnagar Block,Cyclone / Flood,"Khasmunda Village, Rajnagar Block, Kendrapara – 754220",20.5833,86.8167,500,400,NCRMP MCS (permanent – PMNRF),NCRMP / PMNRF,OSDMA PMNRF FAQ (Khasmunda site accepted tender Dec 2008)
Odisha,Kendrapara,Keruapal MCS – Rajnagar Block,Cyclone / Flood,"Keruapal Village, Rajnagar Block, Kendrapara – 754220",20.57,86.79,500,400,NCRMP MCS (permanent – PMNRF),NCRMP / PMNRF,OSDMA PMNRF FAQ (Keruapal tender accepted Dec 2008)
Odisha,Kendrapara,Sourendrapur MCS – Rajnagar Block,Cyclone / Flood,"Sourendrapur Village, Rajnagar Block, Kendrapara – 754220",20.6,86.78,500,400,NCRMP MCS (permanent – PMNRF),NCRMP / PMNRF,OSDMA PMNRF FAQ (Sourendrapur tender accepted Dec 2008)
Odisha,Kendrapara,Bagapatia MCS – Rajnagar Block,Cyclone / Flood,"Bagapatia, Satabhaya GP, Rajnagar Block, Kendrapara – 754225",20.7008,86.7842,500,380,NCRMP MCS (permanent),NCRMP Phase I,OSDMA 117 MCS Kendrapara PDF; Downtoearth Dana 2024
Odisha,Kendrapara,Naindipur High School MFS – Garadpur Block,Cyclone / Flood,"Naindipur, Garadpur Block, Kendrapara – 754153",20.59,86.66,600,480,Multi-Flood Shelter (State Plan),Post-Phailin 2013,OSDMA 117 MCS/MFS Kendrapara PDF
Odisha,Kendrapara,Korua LN College MFS – Korua,Cyclone / Flood,"Korua Village, Kendrapara – 754211",20.52,86.58,500,400,Multi-Flood Shelter (CMRF),Post-Phailin 2013,OSDMA 117 MCS Kendrapara PDF
Odisha,Kendrapara,Bagagahan Bankim Prasad HS MCS,Cyclone / Flood,"Bagagahan, PO K.B. Dandua, Mahakalpara Block, Kendrapara – 754296",20.46,86.73,500,400,MCS (NCRMP),NCRMP Phase I,OSDMA Kendrapara list
Odisha,Kendrapara,Rajnagar Block Cluster – 15 Additional MCS,Cyclone / Flood,"Rajnagar Block HQ, Kendrapara – 754220",20.61,86.81,7500,6000,NCRMP MCS cluster (permanent),NCRMP Phase I & II,OSDMA PMNRF FAQ (23 Kendrapara shelters under PMNRF alone; 117 total Kendrapara)
Odisha,Kendrapara,Mahakalapada Block Cluster – 20 MCS,Cyclone / Flood,"Mahakalapada Block HQ, Kendrapara – 754296",20.47,86.75,10000,8000,NCRMP MCS cluster (permanent),NCRMP,OSDMA PMNRF FAQ (Mahakalapada block – 3 sites re-tendered)
Odisha,Kendrapara,Aul Block MCS Cluster,Cyclone / Flood,"Aul Block HQ, Kendrapara – 754202",20.61,86.54,5000,4000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list (Aul is a coastal block of Kendrapara)
Odisha,Kendrapara,Patamundai Block MCS Cluster,Cyclone / Flood,"Patamundai Town, Kendrapara – 754215",20.58,86.56,5000,4000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list (Patamundai coastal block)
Odisha,Kendrapara,Derabisi Block MCS Cluster,Cyclone / Flood,"Derabisi Block HQ, Kendrapara – 754002",20.69,86.47,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list
Odisha,Kendrapara,Garadpur Block MCS Cluster,Cyclone / Flood,"Garadpur Block HQ, Kendrapara – 754153",20.59,86.65,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list
Odisha,Kendrapara,Kendrapara Sadar Block MCS Cluster,Cyclone / Flood,"Kendrapara Sadar Block, Kendrapara Town – 754211",20.5,86.42,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list
Odisha,Kendrapara,Marshaghai Block MCS Cluster,Cyclone / Flood,"Marshaghai Block HQ, Kendrapara – 754213",20.46,86.59,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA 117 MCS list
Odisha,Kendrapara,Pattamundai ICZMP MCS – Kendrapara,Cyclone,"Pattamundai Main Road, Kendrapara – 754215",20.58,86.57,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP (4 MCS in Kendrapara district)
Odisha,Kendrapara,Rajnagar ICZMP MCS,Cyclone,"Rajnagar ICZMP Shelter, Kendrapara – 754220",20.61,86.81,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 4 Kendrapara MCS
Odisha,Kendrapara,Mahakalapada ICZMP MCS,Cyclone,"Mahakalapada ICZMP Shelter, Kendrapara – 754296",20.46,86.75,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 4 Kendrapara MCS
Odisha,Kendrapara,Aul ICZMP MCS,Cyclone,"Aul ICZMP Shelter, Kendrapara – 754202",20.61,86.54,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 4 Kendrapara MCS
Odisha,Balasore,Balasore PMNRF Shelter No.1 (Jaleswar Block),Cyclone / Flood,"Jaleswar Block HQ, Jaleswar, Balasore – 756032",21.65,86.8833,500,400,NCRMP MCS (PMNRF),PMNRF 2006-08,OSDMA PMNRF FAQ (5 Balasore + 14 Bhadrak + 23 Kendrapara under PMNRF)
Odisha,Balasore,Balasore PMNRF Shelter No.2 (Bhogarai Block),Cyclone / Flood,"Bhogarai Block HQ, Bhogarai, Balasore – 756045",21.35,87.02,500,400,NCRMP MCS (PMNRF),PMNRF 2006-08,OSDMA PMNRF FAQ; Bhogarai coastal block
Odisha,Balasore,Balasore PMNRF Shelter No.3 (Baliapal Block),Cyclone / Flood,"Baliapal Block HQ, Baliapal, Balasore – 756026",21.6633,87.3167,500,400,NCRMP MCS (PMNRF),PMNRF 2006-08,OSDMA PMNRF FAQ; Baliapal coastal block
Odisha,Balasore,Balasore PMNRF Shelter No.4 (Basta Block),Cyclone / Flood,"Basta Block HQ, Basta, Balasore – 756029",21.48,87.07,500,400,NCRMP MCS (PMNRF),PMNRF 2006-08,OSDMA PMNRF FAQ
Odisha,Balasore,Balasore PMNRF Shelter No.5 (Remuna Block),Cyclone / Flood,"Remuna Block HQ, Remuna, Balasore – 756019",21.52,86.99,500,400,NCRMP MCS (PMNRF),PMNRF 2006-08,OSDMA PMNRF FAQ
Odisha,Balasore,Soro Block MCS Cluster (NCRMP),Cyclone / Flood,"Soro Block HQ, Soro, Balasore – 756045",21.51,86.72,2500,2000,NCRMP MCS cluster,NCRMP Phase I & II,IIT Kharagpur Cyclone Vulnerability Study 2024 (Soro highest kutcha%); OSDMA NCRMP
Odisha,Balasore,Khaira Block MCS Cluster,Cyclone / Flood,"Khaira Block HQ, Khaira, Balasore – 756043",21.42,86.71,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA NCRMP (Khaira coastal block Balasore)
Odisha,Balasore,Simila Block MCS Cluster,Cyclone / Flood,"Simila Block HQ, Simila, Balasore – 756001",21.56,87.15,1500,1200,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA NCRMP
Odisha,Balasore,Nilagiri Block MCS Cluster,Cyclone / Flood,"Nilagiri Block HQ, Nilagiri, Balasore – 757041",21.4677,86.778,1500,1200,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA NCRMP
Odisha,Balasore,Baleshwar Sadar Block MCS,Cyclone / Flood,"Baleshwar Sadar Block, Balasore Town – 756001",21.4938,86.9312,1500,1200,NCRMP MCS,NCRMP,OSDMA NCRMP; IIT vulnerability study
Odisha,Balasore,Bahanaga Block MCS,Cyclone / Flood,"Bahanaga Block HQ, Bahanaga, Balasore – 756060",21.3762,86.9406,700,600,NCRMP MCS,NCRMP / Dana 2024,OSDMA; ETV Bharat Oct 2024 Dana
Odisha,Bhadrak,Bhadrak 14 PMNRF Shelters Cluster (Bhadrak & Basudebpur Blocks),Cyclone / Flood,"Bhadrak Block HQ, Bhadrak – 756100",21.0726,86.5097,7000,5600,NCRMP MCS cluster (14 PMNRF),"PMNRF 2006-08 (14 in Bhadrak, 1st tender)",OSDMA PMNRF FAQ (14 Bhadrak + 5 Balasore first tender)
Odisha,Bhadrak,Tihiri Block MCS Cluster,Cyclone / Flood,"Tihiri Block HQ, Tihiri, Bhadrak – 756113",21.09,86.65,2500,2000,NCRMP MCS cluster,NCRMP,IIT vulnerability study (Tihiri highly vulnerable); OSDMA NCRMP
Odisha,Bhadrak,Dhamnagar Block MCS Cluster,Cyclone / Flood,"Dhamnagar Block HQ, Dhamnagar, Bhadrak – 756116",21.17,86.59,2500,2000,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA
Odisha,Bhadrak,Chandabali Block MCS (Bhadrak),Cyclone / Flood,"Chandabali Block, Near Dhamra Port, Bhadrak – 756135",20.803,86.77,2000,1600,NCRMP MCS,NCRMP / Cyclone Dana 2024,Odisha magazine Jan 2016; OSDMA NCRMP
Odisha,Bhadrak,Dhamra Panchayat Cyclone Shelter,Cyclone,"Dhamra Panchayat Office, Dhamra, Bhadrak – 756171",20.78,86.8,400,350,Panchayat building,2024 Cyclone Dana,OSDMA/Media Oct 2024
Odisha,Bhadrak,Red Cross Shelter Sunamuhin Bhadrak,Cyclone,"Red Cross Building, Sunamuhin, Bhadrak – 756100",21.07,86.43,700,580,Red Cross Shelter,2024 Cyclone Dana,Prameyanews Oct 24 2024
Odisha,Bhadrak,KC High School Chudamani Bhadrak,Cyclone,"K C High School, Chudamani, Bhadrak – 756101",21.12,86.51,900,720,Govt School (designated),2024 Cyclone Dana,Prameyanews Oct 24 2024
Odisha,Jagatsinghpur,Erasama Block MCS Cluster,Cyclone / Flood,"Erasama Block HQ, Erasama, Jagatsinghpur – 754139",20.18,86.29,2500,2000,NCRMP MCS cluster (permanent),NCRMP Phase I,OSDMA NCRMP; 1999 super cyclone most affected block
Odisha,Jagatsinghpur,Tirtol Block MCS Cluster,Cyclone / Flood,"Tirtol Block HQ, Tirtol, Jagatsinghpur – 754137",20.3,86.33,2500,2000,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA
Odisha,Jagatsinghpur,Kujanga Block MCS Cluster,Cyclone / Flood,"Kujanga Block HQ, Paradip Area, Jagatsinghpur – 754141",20.25,86.67,2500,2000,NCRMP MCS cluster,NCRMP,OSDMA NCRMP; Paradip coastal
Odisha,Jagatsinghpur,Raghunathpur Block MCS Cluster,Cyclone / Flood,"Raghunathpur Block HQ, Jagatsinghpur – 754103",20.27,86.37,2000,1600,NCRMP MCS cluster,NCRMP,"IIT vulnerability study (dense pop, high risk); OSDMA"
Odisha,Jagatsinghpur,Paradip Relief Camp (Port Authority),Cyclone,"Paradip Port Area, Jagatsinghpur – 754142",20.3163,86.6116,1200,950,Port authority + school,2024 Cyclone Dana / Fani 2019,OSDMA; Paradip Port Trust
Odisha,Puri,Brahmagiri ICZMP MCS – Puri,Cyclone,"Brahmagiri ICZMP Cyclone Shelter, Brahmagiri, Puri – 752091",19.87,85.4,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 8 MCS Puri
Odisha,Puri,Astaranga ICZMP MCS – Puri,Cyclone,"Astaranga Block HQ, Astaranga, Puri – 752094",19.78,85.52,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP Puri
Odisha,Puri,Kakatpur ICZMP MCS – Puri,Cyclone,"Kakatpur Block HQ, Kakatpur, Puri – 752108",19.95,85.85,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 8 Puri MCS; IIT study (Kakatpur high risk)
Odisha,Puri,Puri Sadar ICZMP MCS No.1,Cyclone,"Puri Sadar Block HQ (No.1), Grand Road, Puri – 752001",19.8106,85.8315,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP Puri
Odisha,Puri,Puri Sadar ICZMP MCS No.2,Cyclone,"Puri Sadar Block (No.2), Marine Drive, Puri – 752001",19.78,85.82,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP Puri
Odisha,Puri,Satyabadi ICZMP MCS – Puri,Cyclone,"Satyabadi Block HQ, Chilika lakeside, Puri – 752060",19.75,85.29,500,400,ICZMP MCS (permanent),ICZMP,IIT study (Satyabadi high risk); OSDMA ICZMP
Odisha,Puri,Kanas ICZMP MCS – Puri,Cyclone,"Kanas Block HQ, Kanas, Puri – 752016",20.16,85.69,500,400,ICZMP MCS (permanent),ICZMP,IIT study; OSDMA ICZMP
Odisha,Puri,Konark ICZMP MCS – Puri,Cyclone,"Konark Block HQ, Konark, Puri – 752111",19.8981,86.1154,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 8 Puri MCS
Odisha,Puri,Puri Town Beach Evacuation Camp,Cyclone,"Sea Beach Road, Near Swargadwar, Puri Town – 752001",19.8107,85.8315,2000,1600,Govt + Tents,2024 Cyclone Dana; 2019 Fani,ANI/OSDMA Dana Oct 2024
Odisha,Puri,Konark Govt HS Shelter,Cyclone,"Konark Government High School, Konark, Puri – 752111",19.8981,86.1154,700,560,Government School,2024 Cyclone Dana,OSDMA report Dana
Odisha,Ganjam,Chatrapur NCRMP MCS Cluster,Cyclone / Flood,"Chatrapur Block HQ, Chatrapur, Ganjam – 761020",19.36,84.8,5000,4000,NCRMP MCS cluster,NCRMP Phase I,"IIT vulnerability study (Ganjam: Purusottampur, Chatrapur, Rangelunda, Chitiki, Kabisuryanagar, Khalikot vulnerable); OSDMA NCRMP"
Odisha,Ganjam,Gopalpur NCRMP + ICZMP MCS,Cyclone / Flood,"Gopalpur Sea Beach, Gopalpur-on-sea, Ganjam – 761002",19.27,84.87,800,650,NCRMP + ICZMP MCS (permanent),Multiple cyclones incl Phailin 2013,OSDMA NCRMP; ICZMP (2 Ganjam MCS)
Odisha,Ganjam,Beguniapada ICZMP MCS – Ganjam,Cyclone,"Beguniapada Block HQ, Beguniapada, Ganjam – 761052",19.46,84.54,500,400,ICZMP MCS (permanent),ICZMP,OSDMA ICZMP 2 Ganjam MCS
Odisha,Ganjam,Purusottampur Block MCS Cluster,Cyclone / Flood,"Purusottampur Block HQ, Ganjam – 761011",19.53,85.07,2500,2000,NCRMP MCS cluster,NCRMP,IIT vulnerability study (highly vulnerable); OSDMA
Odisha,Ganjam,Khalikot Block MCS Cluster,Cyclone / Flood,"Khalikot Block HQ, Ganjam – 761029",19.65,85.05,2500,2000,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA
Odisha,Ganjam,Kabisuryanagar Block MCS Cluster,Cyclone / Flood,"Kabisuryanagar Block HQ, Kabisuryanagar, Ganjam – 761100",19.89,84.72,2000,1600,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA
Odisha,Ganjam,Rangelunda Block MCS Cluster,Cyclone / Flood,"Rangelunda Block HQ, Ganjam – 760001",19.79,84.63,2000,1600,NCRMP MCS cluster,NCRMP,IIT vulnerability study; OSDMA
Odisha,Ganjam,Digapahandi Block MCS Cluster,Cyclone / Flood,"Digapahandi Block HQ, Digapahandi, Ganjam – 761022",19.34,84.7,2000,1600,NCRMP MCS cluster,NCRMP,Odisha Annual Report 2011; pilot block for land rights
Odisha,Ganjam,Berhampur Ganjam Town Relief Camp,Cyclone / Flood,"Berhampur Main Road, Berhampur, Ganjam – 760001",19.315,84.7941,3000,2500,Govt school cluster,Multiple cyclones annual,Maharashtra SDMA; OSDMA Ganjam
Odisha,Ganjam,Prayagi Ramagada MCS – Ganjam,Cyclone,"Prayagi Ramagada MCS, Ganjam – 761017",19.41,84.97,500,400,NCRMP MCS (permanent),NCRMP,Daily Pioneer May 2022 (APSDMA study visit)
Odisha,Kalahandi,Bhawanipatna MFS No.1,Flood,"Bhawanipatna Town MFS No.1, Bhawanipatna, Kalahandi – 766001",19.9154,83.0177,500,400,Multi-Flood Shelter (State Plan),Annual,Kalahandi.odisha.gov.in DM page (4 MFS)
Odisha,Kalahandi,Bhawanipatna MFS No.2,Flood,"Bhawanipatna Town MFS No.2, Bhawanipatna, Kalahandi – 766001",19.9154,83.0177,500,400,Multi-Flood Shelter,Annual,Kalahandi.odisha.gov.in DM page
Odisha,Kalahandi,Kalahandi MFS No.3,Flood,"Kalahandi MFS No.3, Near Bhawanipatna – 766001",19.87,83.1,500,400,Multi-Flood Shelter,Annual,Kalahandi.odisha.gov.in DM page
Odisha,Kalahandi,Kalahandi MFS No.4,Flood,"Kalahandi MFS No.4, Near Bhawanipatna – 766001",19.87,83.09,500,400,Multi-Flood Shelter,Annual,Kalahandi.odisha.gov.in DM page
Odisha,Mayurbhanj,Baripada Town School Shelter,Cyclone / Flood,"Baripada Town, NH-49, Baripada, Mayurbhanj – 757001",21.9326,86.7279,1000,800,Govt school cluster,2024 Cyclone Dana,ETV Bharat Oct 2024
Odisha,Cuttack,Cuttack Mahanadi Flood Camp,Flood,"Cuttack Municipal Corp, College Square, Cuttack – 753001",20.4625,85.883,3000,2500,Govt school + stadium,Annual Mahanadi flooding,Odisha SRC Annual Report 2021
Odisha,Khordha,Bhubaneswar Urban Flood Camp,Flood,"BMC Office, Janpath, Bhubaneswar, Khordha – 751001",20.2961,85.8189,3000,2500,Govt school + evacuation centres,Annual; Cyclone Fani 2019 skirted,OSDMA; SRC Odisha 2019
Kerala,Wayanad,Meppadi Govt Higher Secondary School,Landslide,"Meppadi Government Higher Secondary School, Meppadi, Vythiri, Wayanad – 673577",11.5211,76.1048,800,650,Government School,2024 Wayanad Landslide,ReliefWeb SitRep 2 & 3 Jul-Aug 2024
Kerala,Wayanad,St Sebastian's Church Hall Chooralmala,Landslide,"St Sebastian's Church Hall, Chooralmala, Meppadi, Wayanad – 673577",11.529,76.082,300,280,Church Hall,2024 Wayanad Landslide,ReliefWeb Local SitRep 010-2024
Kerala,Wayanad,Elavayal Anganwadi Centre,Landslide,"Elavayal Anganwadi Centre, Elavayal, Vythiri, Wayanad – 673577",11.506,76.078,150,120,Anganwadi,2024 Wayanad Landslide,ReliefWeb SitRep 010-2024
Kerala,Wayanad,Chooralmala Cluster of 9 Camps,Landslide,"Chooralmala Relief Camp Zone (9 camps), Vythiri Taluk, Wayanad – 673577",11.529,76.082,2000,1822,Multi-camp cluster,2024 Wayanad Landslide,"ReliefWeb Sitrep 3 Jul 31 2024 (9 camps, 1822 persons)"
Kerala,Wayanad,Mundakkai Panchayat Hall Shelter,Landslide,"Mundakkai Panchayat Hall, Mundakkai, Wayanad – 673577",11.543,76.063,200,165,Panchayat Hall,2024 Wayanad Landslide,ReliefWeb Sitrep 4 Aug 2024
Kerala,Wayanad,Kalpetta Govt Medical College Camp,Landslide,"Government Medical College Campus, Kalpetta, Wayanad – 673121",11.6049,76.082,500,350,Hospital-linked camp,2024 Wayanad Landslide,PUCL Report 2024
Kerala,Wayanad,Kottathara LP School Camp,Landslide,"Kottathara Government LP School, Kottathara, Vythiri – 673577",11.54,76.07,250,210,Government School,2024 Wayanad Landslide,ReliefWeb Sitrep 5 Aug 2024
Kerala,Wayanad,Noolpuzha Community Hall Camp,Landslide,"Noolpuzha Community Hall, Noolpuzha, Sulthan Bathery – 673592",11.619,76.23,300,240,Panchayat Hall,2024 Wayanad Landslide,Wikipedia 2024 Wayanad Landslides
Kerala,Wayanad,Vellarimala Govt LP School Camp,Landslide,"Vellarimala Government LP School, Vellarimala, Meppadi – 673577",11.52,76.099,200,180,Government School,2024 Wayanad Landslide,ReliefWeb Local SitRep 011-2024
Kerala,Alappuzha,Alappuzha Town Hall Camp,Flood,"Alappuzha Town Hall, Mullackal, Alappuzha – 688011",9.4981,76.3388,2000,1750,Town Hall,2018 Kerala Floods,NDMA Kerala 2018
Kerala,Alappuzha,Chengannur High Ground Camps,Flood,"Chengannur Municipal Council, Station Road, Chengannur – 689121",9.3151,76.6156,3000,2600,Multi-venue school / hall,2018 Kerala Floods,NDMA; Art of Living log Aug 2018
Kerala,Idukki,Munnar Town Hall Camp,Flood / Landslide,"Munnar Town Hall, Kalaar Road, Munnar, Idukki – 685612",10.0889,77.0595,600,420,Municipal Hall,2018 Kerala Floods,NDMA Kerala 2018
Kerala,Ernakulam,Marine Drive Boat Jetty Camp,Flood,"Govt Boat Jetty, Marine Drive, Ernakulam – 682011",9.9816,76.2999,1200,980,Municipal open camp,2018 Kerala Floods,NDMA Kerala 2018
Kerala,Pathanamthitta,Pathanamthitta District Hospital Camp,Flood,"District Hospital Campus, Pathanamthitta – 689645",9.2648,76.787,800,620,Hospital campus,2018 Kerala Floods,NDMA 2018
Kerala,Kottayam,Govt College Nattakam Camp,Flood,"Government College, Nattakam Road, Kottayam – 686013",9.5862,76.5216,600,480,Govt College campus,2018 Kerala Floods,Art of Living log Aug 2018
Kerala,Thrissur,Thrissur Town Multipurpose Hall,Flood,"Swaraj Round Town Hall, Thrissur – 680001",10.5276,76.2144,1500,1200,Municipal Hall,2018 Kerala Floods,SEOC Kerala 2018
Kerala,Palakkad,Big Bazaar Rehabilitation Camp Palakkad,Flood,"Big Bazaar Junction, English Church Road, Palakkad – 678001",10.7867,76.6548,1000,800,Commercial hall (emergency),2018 Kerala Floods,Art of Living log Aug 2018
Kerala,Malappuram,Malappuram Govt Medical College Camp,Flood,"Govt Medical College, Perinthalmanna, Malappuram – 679322",10.9785,76.2327,1000,800,Hospital-linked,2019 Kerala Floods,SEOC Kerala 2019
Kerala,Kozhikode,Kozhikode Beach Relief Camp,Flood,"Municipal Town Hall, Beach Road, Kozhikode – 673001",11.2588,75.7804,1500,1100,Open ground + tents,2019 Kerala Floods,SEOC Kerala 2019
Kerala,Kollam,Tangasseri Relief Camp,Flood,"Tangasseri Old Lighthouse Road, Tangasseri, Kollam – 691009",8.8819,76.5855,600,500,Community Hall,2018 Kerala Floods,Art of Living log Aug 2018
Kerala,Kasaragod,Kasaragod Flood Relief Cluster,Flood,"District Collectorate, Vidyanagar, Kasaragod – 671121",12.4996,74.9869,1500,1200,Multi-venue cluster,2019 Kerala Floods,SEOC Kerala 2019
Kerala,Thiruvananthapuram,Thiruvananthapuram Flood Relief Camp,Flood,"Thiruvananthapuram Corporation, Park View – 695033",8.5241,76.9366,3000,2500,Municipal school cluster,2018 & 2021,SEOC Kerala; DDMA Trivandrum
Assam,Dhubri,Dhubri District Flood Camps,Flood,"DC Office Complex, Station Road, Dhubri – 783301",26.0102,89.9703,8000,15000,Multi-venue cluster,2024 Floods Jun-Jul,ActionAid 2024; ASDMA Jul 2024
Assam,Cachar,Silchar Town Relief Camps,Flood,"DC Office, Central Road, Silchar, Cachar – 788001",24.8333,92.7789,6000,8000,Govt school + stadium,2022 & 2024 Floods,ASDMA; Satya Shakti Foundation
Assam,Majuli,Majuli Island High-Ground Camp,Flood,"Majuli Sub-Division Office, Garamur, Majuli Island – 785106",26.95,94.22,3000,2500,High-ground tented camp,2024 Assam Floods,ASDMA; NE India Broadcast Aug 2024
Assam,Barpeta,Barpeta AIRBMP Retrofitted School,Flood,"DC Office, Barpeta Road, Barpeta – 781301",26.3263,91.0173,2000,1800,Retrofitted School (AIRBMP),2024 / Annual,ASDMA AIRBMP NE Today Aug 1 2024
